id,Name,Author,Year,Publication Name,DOI,Publication Year,Database,Publication Type,q1,q2,q3,q4,q5,q6,q7,final_decision,pdf_found,BibTex Reference
66,Double-Target Based Neural Networks in Predicting Energy Consumption in Residential Buildings,"Moayedi, H; Mosavi, A",2021.0,ENERGIES,10.3390/en14051331,2021.0,WoS,,1,1,1,1,1,1,1,1,1,"'@article{Moayedi20211331,
  title = {Double-{{Target Based Neural Networks}} in {{Predicting Energy Consumption}} in {{Residential Buildings}}},
  author = {Moayedi, Hossein and Mosavi, Amir},
  year = {2021},
  month = mar,
  journal = {Energies},
  volume = {14},
  number = {5},
  pages = {1331},
  issn = {1996-1073},
  doi = {10.3390/en14051331},
  abstract = {A reliable prediction of sustainable energy consumption is key for designing environmentally friendly buildings. In this study, three novel hybrid intelligent methods, namely the grasshopper optimization algorithm (GOA), wind-driven optimization (WDO), and biogeography-based optimization (BBO), are employed to optimize the multitarget prediction of heating loads (HLs) and cooling loads (CLs) in the heating, ventilation and air conditioning (HVAC) systems. Concerning the optimization of the applied algorithms, a series of swarm-based iterations are performed, and the best structure is proposed for each model. The GOA, WDO, and BBO algorithms are mixed with a class of feedforward artificial neural networks (ANNs), which is called a multi-layer perceptron (MLP) to predict the HL and CL. According to the sensitivity analysis, the WDO with swarm size = 500 proposes the most-fitted ANN. The proposed WDO-ANN provided an accurate prediction in terms of heating load (training (R2 correlation = 0.977 and RMSE error = 0.183) and testing (R2 correlation = 0.973 and RMSE error = 0.190)) and yielded the best-fitted prediction in terms of cooling load (training (R2 correlation = 0.99 and RMSE error = 0.147) and testing (R2 correlation = 0.99 and RMSE error = 0.148)).},
  copyright = {https://creativecommons.org/licenses/by/4.0/},
  langid = {english}
}"
67,Analysis of the application methods of film and television media and images in the era of big data cloud,"Zhang, Q",2023.0,APPLIED MATHEMATICS AND NONLINEAR SCIENCES,10.2478/amns.2023.1.00063,2023.0,WoS,,1,1,1,1,1,1,1,1,1,"'@article{Zhang202420230063,
  title = {Analysis of the Application Methods of Film and Television Media and Images in the Era of Big Data Cloud},
  author = {Zhang, Qing},
  year = {2024},
  month = jan,
  journal = {Applied Mathematics and Nonlinear Sciences},
  volume = {9},
  number = {1},
  pages = {20230063},
  issn = {2444-8656},
  doi = {10.2478/amns.2023.1.00063},
  abstract = {Abstract             In order to give full play to the application of big data in film and television media and imaging in the cloud era, this study proposes a communication-efficient distributed deep neural network training method based on the DANE algorithm framework. The DANE algorithm is an approximate Newtonian method that has been widely used in communication-efficient distributed machine learning. It has the advantages of fast convergence and no need to calculate the inverse of the Hessian matrix, which can significantly reduce the communication and computational overhead in high-dimensional situations. In order to further improve the computational efficiency, it is necessary to study how to speed up the local optimization of DANE. It is a feasible method to choose to use the most popular adaptive gradient optimization algorithm Adam to replace the commonly used stochastic gradient descent method to solve the local single-machine suboptimization problem of DANE. Experiments show that Adam-based optimization can converge significantly faster than the original SGD-based implementation with little sacrifice in model generalization performance. With the increase of sampling rate, DANE-Adam significantly outperforms the DANE method in terms of convergence speed, and at the same time, the accuracy can be kept almost unchanged, which are 0.96, 0.88 and 0.75, respectively. This shows that Adam-based optimization can converge significantly faster than the original SGD-based implementation with little sacrifice in model generalization performance, with significant potential value.},
  copyright = {http://creativecommons.org/licenses/by/4.0},
  langid = {english}
}"
68,Bayesian Optimization LSTM/bi-LSTM Network With Self-Optimized Structure and Hyperparameters for Remaining Useful Life Estimation of Lathe Spindle Unit,"Thoppil, NM; Vasu, V; Rao, CSP",2022.0,JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,10.1115/1.4052838,2022.0,WoS,,1,1,1,1,1,1,1,1,1,"'@article{Thoppil2021,
  title = {Bayesian {{Optimization LSTM}}/Bi-{{LSTM Network With Self-Optimized Structure}} and {{Hyperparameters}} for {{Remaining Useful Life Estimation}} of {{Lathe Spindle Unit}}},
  author = {Thoppil, Nikhil M. and Vasu, V. and Rao, C. S. P.},
  year = {2021},
  month = dec,
  journal = {Journal of Computing and Information Science in Engineering},
  volume = {22},
  number = {021012},
  issn = {1530-9827},
  doi = {10.1115/1.4052838},
  abstract = {An effective maintenance strategy to cut back maintenance costs and production loss with assured product quality has always been a major concern for industries. The Industry 4.0 era has built a wide acceptance for the predictive maintenance techniques in the remaining useful life (RUL) estimation of critical industrial systems. In this paper, long short-term memory (LSTM) and bidirectional-LSTM (bi-LSTM) deep neural architecture-based predictive algorithms are proposed for the RUL estimation of the lathe spindle unit. The deep learning algorithm is embedded within a Bayesian optimization algorithm for the self-optimization of its network structure and hyperparameters. The proposed deep learning algorithm is trained using lathe spindle health degradation data collected from an experimental accelerated run-to-failure test rig to evolve an RUL prediction model. The vibration signals representing lathe spindle health degradation from the health to faulty state are analyzed to extract time, frequency, and time-frequency domain features, which are then subjected to a neighborhood component analysis (NCA) based feature selection criteria. Finally, the selected relevant features are used to train the optimized LSTM/bi-LSTM network for RUL estimation. A comparison of the prediction results for Bayesian optimized LSTM/bi-LSTM network architectures and other prominent data-driven approaches are performed. The Bayesian optimized LSTM + bi-LSTM deep network architecture is observed to have the highest prediction accuracy for lathe spindle RUL estimation.}
}"
69,Bayesian-Based Hyperparameter Optimization of 1D-CNN for Structural Anomaly Detection,"Li, XF; Guo, HA; Xu, LX; Xing, ZZ",2023.0,SENSORS,10.3390/s23115058,2023.0,WoS,,1,1,1,0,0,1,1,1,1,"'@article{Li20235058,
  title = {Bayesian-{{Based Hyperparameter Optimization}} of {{1D-CNN}} for {{Structural Anomaly Detection}}},
  author = {Li, Xiaofei and Guo, Hainan and Xu, Langxing and Xing, Zezheng},
  year = {2023},
  month = jan,
  journal = {Sensors},
  volume = {23},
  number = {11},
  pages = {5058},
  publisher = {Multidisciplinary Digital Publishing Institute},
  issn = {1424-8220},
  doi = {10.3390/s23115058},
  abstract = {With the rapid development of sensor technology, structural health monitoring data have tended to become more massive. Deep learning has advantages when handling big data, and has therefore been widely researched for diagnosing structural anomalies. However, for the diagnosis of different structural abnormalities, the model hyperparameters need to be adjusted according to different application scenarios, which is a complicated process. In this paper, a new strategy for building and optimizing 1D-CNN models is proposed that is suitable for diagnosing damage to different types of structure. This strategy involves optimizing hyperparameters with the Bayesian algorithm and improving model recognition accuracy using data fusion technology. Under the condition of sparse sensor measurement points, the entire structure is monitored, and the high-precision diagnosis of structural damage is performed. This method improves the applicability of the model to different structure detection scenarios, and avoids the shortcomings of traditional hyperparameter adjustment methods based on experience and subjectivity. In preliminary research on the simply supported beam test case, the efficient and accurate identification of parameter changes in small local elements was achieved. Furthermore, publicly available structural datasets were utilized to verify the robustness of the method, and a high identification accuracy rate of 99.85\% was achieved. Compared with other methods described in the literature, this strategy shows significant advantages in terms of sensor occupancy rate, computational cost, and identification accuracy.},
  copyright = {http://creativecommons.org/licenses/by/3.0/},
  langid = {english},
  keywords = {1-D convolutional neural network,Bayesian optimization algorithm,decision-level fusion,structural anomaly detection,vibration signals}
}"
70,Extended and optimized deep convolutional neural network-based lung tumor identification in big data,"Ananth, AD; Palanisamy, C",2022.0,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,10.1002/ima.22667,2022.0,WoS,,1,1,1,1,0,1,1,1,1,"'@article{Ananth2022918,
  title = {Extended and Optimized Deep Convolutional Neural Network-Based Lung Tumor Identification in Big Data},
  author = {Ananth, Antony Dennis and Palanisamy, Chenniappan},
  year = {2022},
  journal = {International Journal of Imaging Systems and Technology},
  volume = {32},
  number = {3},
  pages = {918--934},
  issn = {1098-1098},
  doi = {10.1002/ima.22667},
  abstract = {Lung tumor is a complex disease caused due to the irregular growth of lung cells. A key factor in effective treatment planning is the early detection of lung tumor. Visual similarity between benign and malignant nodules, heterogeneity and low contrast variation are the factors that make accurate cancerous lesion recognition, a very challenging task. In this paper, Optimized Deep convolutional neural network (DCNN) and Fuzzy C-means with Equilibrium optimizer (FCM-EO) is proposed for classification and segmentation of CT lung images. The proposed architecture is comprised of four phases such as preprocessing, feature extraction, classification and segmentation. In preprocessing, the weighted mean histogram analysis (WMHA) is utilized to enhance the quality of images and noise removal. Hybrid Dual tree-complex wavelet transform (DT-CWT) with Gabor filter is proposed in feature extraction to extract the features from the preprocessed images. DCNN model is designed to classify the original images into benign and malignant images. The weight of DCNN model is updated using the Enhanced black widow optimization algorithm (EBWOA). In segmentation, FCM-EO is introduced to identify the tumor regions and remove the outliers from the malignant images. LIDC-IDRI dataset is utilized for the experimental analysis and MATLAB is the implementation tool. The simulation analysis is performed for both the classification and segmentation processes. Accuracy, specificity, sensitivity, precision, F-measure, FROC, DSC, MCC, and IoU are evaluated for both these processes. The experimental results showed the proposed framework is efficient for the identification of tumor from the CT lung images.},
  copyright = {{\copyright} 2021 Wiley Periodicals LLC.},
  langid = {english},
  keywords = {big data,classification,CT images,deep learning,feature extraction,lung tumor detection,segmentation}
}"
71,Ensemble Random Forest-based Gradient Optimization based Energy Efficient Video Processing System for Smart Traffic Surveillance System,"Rajagopal, S; Devi, MU; Jones, GM; Nayagam, MG",2024.0,IETE JOURNAL OF RESEARCH,10.1080/03772063.2024.2350927,2024.0,WoS,,1,1,1,1,1,1,1,1,1,"'@article{Rajagopal20247175,
  title = {Ensemble {{Random Forest-based Gradient Optimization}} Based {{Energy Efficient Video Processing System}} for {{Smart Traffic Surveillance System}}},
  author = {Rajagopal, S. and Uma Devi, M. and Maria Jones, G. and Gomathy Nayagam, M.},
  year = {2024},
  month = sep,
  journal = {IETE Journal of Research},
  volume = {70},
  number = {9},
  pages = {7175--7191},
  publisher = {Taylor \& Francis},
  issn = {0377-2063},
  doi = {10.1080/03772063.2024.2350927},
  abstract = {Deep learning solutions in big data applications can benefit cloud centres and can also lead to network communication overhead. Typically, data collected from traffic are sent to the traffic management centre for analysis. However, this process can worsen the network route to the traffic management centre. A two-tier mechanism has been developed to address this issue, which performs vehicle speed estimation and traffic congestion detection for efficient traffic management. The real-time traffic video data are captured and the video frames are initially processed through a foreground extraction process, which extracts the temporarily stopped vehicles on the road by removing background pixels from the frames. The video frames are then wrapped in an up-down view to remove the influence of the observation angle. The traffic congestion is then detected accurately based on the traffic characteristics using the proposed Ensemble Random Forest-based Gradient Optimization (ERF-GO) algorithm. The generalization error occurs when learning complex features on frames is minimized using a gradient-based optimization (GO) algorithm. Finally, the learned information on traffic conditions is forwarded to the cloud and edge computing environments based on network connection speed. The efficiency of the proposed ERF-GO is investigated in terms of performance metrics, namely root mean square error, speed detection error, execution time, computational cost, accuracy, latency, workload balance, precision, recall, f-measure, and congestion detection error rate. The analytic result displays that the proposed ERF-GO algorithm attains a greater accuracy rate of about 98.65\% in detecting traffic congestion which is comparably higher than state-of-the-art methods.},
  keywords = {Edge computing,Ensemble random forest,Gradient-based optimization algorithm,Traffic congestion,Vehicle speed,Video frames}
}"
72,An automated prediction of remote sensing data of Queensland-Australia for flood and wildfire susceptibility using BISSOA-DBMLA scheme,"Sankaran, KS; Lim, SJ; Bhaskar, SCV",2022.0,ACTA GEOPHYSICA,10.1007/s11600-022-00925-1,2022.0,WoS,,1,1,1,1,0,1,1,1,1,"'@article{Sankaran20223005,
  title = {An Automated Prediction of Remote Sensing Data of {{Queensland-Australia}} for Flood and Wildfire Susceptibility Using {{BISSOA-DBMLA}} Scheme},
  author = {Sankaran, Krishnan Sakthidasan and Lim, Se-Jung and Bhaskar, Seelam Ch Vijaya},
  year = {2022},
  month = oct,
  journal = {Acta Geophysica},
  volume = {70},
  number = {6},
  pages = {3005--3021},
  issn = {1895-7455},
  doi = {10.1007/s11600-022-00925-1},
  langid = {english}
}"
73,Unintended Emotional Effects of Online Health Communities: A Text Mining-Supported Empirical Study,"Zhou, Jiaqi; Zhang, Qingpeng; Zhou, Sijia; Li, Xin; Zhang, Xiaoquan (Michael)",2023.0,Management Information Systems Quarterly,https://aisel.aisnet.org/misq/vol47/iss1/9,2023.0,Aisel,,1,1,1,1,1,1,1,1,1,"'@article{Zhou2023195,
  title = {Unintended {{Emotional Effects}} of {{Online Health Communities}}: {{A Text Mining-Supported Empirical Study}}},
  shorttitle = {Unintended {{Emotional Effects}} of {{Online Health Communities}}},
  author = {Zhou, Jiaqi and Zhang, Qingpeng and Zhou, Sijia and Li, Xin and Zhang, Xiaoquan (Michael)},
  year = {2023},
  month = mar,
  journal = {MIS Quarterly},
  volume = {47},
  number = {1},
  pages = {195--226},
  issn = {02767783, 21629730},
  doi = {10.25300/MISQ/2022/17018},
  abstract = {Online health communities (OHCs) play an important role in enabling patients to exchange information and obtain social support from each other. However, do OHC interactions always benefit patients? In this research, we investigate different mechanisms by which OHC content may affect patients' emotions. Specifically, we notice users can read not only emotional support intended to help them but also emotional support targeting other persons or posts that are not intended to generate any emotional support (auxiliary content). Drawing from emotional contagion theories, we argue that even though emotional support may benefit targeted support seekers, it could have a negative impact on the emotions of other support seekers. Our empirical study on an OHC for depression patients supports these arguments. Our findings are new to the literature and have critical practical implications since they suggest that we should carefully manage OHC-based interventions for depression patients to avoid unintended consequences. We design a novel deep learning model to differentiate emotional support from auxiliary content. Such differentiation is critical for identifying the negative effect of emotional support on unintended recipients. We also discuss options to alter the intervention volume, length, and frequency to tackle the challenge of the negative effect.}
}"
103,Hyperparameter Tuned Deep Learning Enabled Intrusion Detection on Internet of Everything Environment,Hamza M.A.; Abdalla Hashim A.H.; Mohamed H.G.; Alotaibi S.S.; Mahgoub H.; Mehanna A.S.; Motwakel A.,2022.0,"Computers, Materials and Continua",10.32604/cmc.2022.031303,2022.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Hamza20226579,
	author = {Hamza, Manar Ahmed and Abdalla Hashim, Aisha Hassan and Mohamed, Heba G. and Alotaibi, Saud S. and Mahgoub, Hany and Mehanna, Amal S. and Motwakel, Abdelwahed},
	title = {Hyperparameter Tuned Deep Learning Enabled Intrusion Detection on Internet of Everything Environment},
	year = {2022},
	journal = {Computers, Materials and Continua},
	volume = {73},
	number = {3},
	pages = {6579 – 6594},
	doi = {10.32604/cmc.2022.031303},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135032198&doi=10.32604%2fcmc.2022.031303&partnerID=40&md5=648796928ad8acd9afa9a697e93ff7c6},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 3; All Open Access, Gold Open Access}
}"
104,Modified Buffalo Optimization with Big Data Analytics Assisted Intrusion Detection Model,Sheeba R.; Sharmila R.; Alkhayyat A.; Malik R.Q.,2023.0,Computer Systems Science and Engineering,10.32604/csse.2023.034321,2023.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Sheeba20231415,
	author = {Sheeba, R. and Sharmila, R. and Alkhayyat, Ahmed and Malik, Rami Q.},
	title = {Modified Buffalo Optimization with Big Data Analytics Assisted Intrusion Detection Model},
	year = {2023},
	journal = {Computer Systems Science and Engineering},
	volume = {46},
	number = {2},
	pages = {1415 – 1429},
	doi = {10.32604/csse.2023.034321},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148225722&doi=10.32604%2fcsse.2023.034321&partnerID=40&md5=83a9c5911c65dfa39596c43d5c5a1e9a},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 0; All Open Access, Hybrid Gold Open Access}
}"
105,Cyber Forensic Investigation in IoT Using Deep Learning Based Feature Fusion in Big Data,Thapaliya S.; Sharma P.K.,2023.0,International Journal of Wireless Information Networks,10.1007/s10776-022-00586-3,2023.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Thapaliya202316,
	author = {Thapaliya, Suman and Sharma, Pawan Kumar},
	title = {Cyber Forensic Investigation in IoT Using Deep Learning Based Feature Fusion in Big Data},
	year = {2023},
	journal = {International Journal of Wireless Information Networks},
	volume = {30},
	number = {1},
	pages = {16 – 29},
	doi = {10.1007/s10776-022-00586-3},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143391443&doi=10.1007%2fs10776-022-00586-3&partnerID=40&md5=183a61751cdbbfe9dc4479d48e7a4dc0},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 2}
}"
107,State-of-health and remaining-useful-life estimations of lithium-ion battery based on temporal convolutional network-long short-term memory,Li C.; Han X.; Zhang Q.; Li M.; Rao Z.; Liao W.; Liu X.; Liu X.; Li G.,2023.0,Journal of Energy Storage,10.1016/j.est.2023.109498,2023.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Li2023,
	author = {Li, Chaoran and Han, Xianjie and Zhang, Qiang and Li, Menghan and Rao, Zhonghao and Liao, Wei and Liu, Xiaori and Liu, Xinjian and Li, Gang},
	title = {State-of-health and remaining-useful-life estimations of lithium-ion battery based on temporal convolutional network-long short-term memory},
	year = {2023},
	journal = {Journal of Energy Storage},
	volume = {74},
	doi = {10.1016/j.est.2023.109498},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175293019&doi=10.1016%2fj.est.2023.109498&partnerID=40&md5=40076172fc24f5d07aa4227559568cf5},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 22}
}"
108,Evolutionary Algorithm Based Feature Subset Selection for Students Academic Performance Analysis,Babu I.; Mathusoothana R.; Kumar S.,2023.0,Intelligent Automation and Soft Computing,10.32604/iasc.2023.033791,2023.0,Scopus,,1,1,1,1,0,1,1,1,1,"'@ARTICLE{Babu20233621,
	author = {Babu, Ierin and Mathusoothana, R. and Kumar, S.},
	title = {Evolutionary Algorithm Based Feature Subset Selection for Students Academic Performance Analysis},
	year = {2023},
	journal = {Intelligent Automation and Soft Computing},
	volume = {36},
	number = {3},
	pages = {3621 – 3636},
	doi = {10.32604/iasc.2023.033791},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150772054&doi=10.32604%2fiasc.2023.033791&partnerID=40&md5=517db7668ec7947497b5959ac1936631},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 5; All Open Access, Hybrid Gold Open Access}
}"
109,LightAdam: Towards a Fast and Accurate Adaptive Momentum Online Algorithm,Zhou Y.; Huang K.; Cheng C.; Wang X.; Liu X.,2022.0,Cognitive Computation,10.1007/s12559-021-09985-9,2022.0,Scopus,,1,1,1,1,0,1,1,1,1,"'@ARTICLE{Zhou2022764,
	author = {Zhou, Yangfan and Huang, Kaizhu and Cheng, Cheng and Wang, Xuguang and Liu, Xin},
	title = {LightAdam: Towards a Fast and Accurate Adaptive Momentum Online Algorithm},
	year = {2022},
	journal = {Cognitive Computation},
	volume = {14},
	number = {2},
	pages = {764 – 779},
	doi = {10.1007/s12559-021-09985-9},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122690180&doi=10.1007%2fs12559-021-09985-9&partnerID=40&md5=c844748d8c9ef7dbe7b6a03b7618327d},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 6}
}"
110,Hybrid optimization enabled deep learning and spark architecture using big data analytics for stock market forecasting,Kanchanamala P.; Karnati R.; Bhaskar Reddy P.V.,2023.0,Concurrency and Computation: Practice and Experience,10.1002/cpe.7618,2023.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Kanchanamala2023,
	author = {Kanchanamala, Pendela and Karnati, Ramesh and Bhaskar Reddy, Palagiri Vijaya},
	title = {Hybrid optimization enabled deep learning and spark architecture using big data analytics for stock market forecasting},
	year = {2023},
	journal = {Concurrency and Computation: Practice and Experience},
	volume = {35},
	number = {8},
	doi = {10.1002/cpe.7618},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147335171&doi=10.1002%2fcpe.7618&partnerID=40&md5=8f3bea839e3eda361651f8453fe2d90c},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 2}
}"
111,Big Data Analytics Assisted Arithmetic Optimization with Deep Learning Model for Sentiment Classification,Manivannan K.; Suresh T.; Parthiban M.,2023.0,International Journal of Engineering Trends and Technology,10.14445/22315381/IJETT-V71I12P206,2023.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Manivannan202350,
	author = {Manivannan, K. and Suresh, T. and Parthiban, M.},
	title = {Big Data Analytics Assisted Arithmetic Optimization with Deep Learning Model for Sentiment Classification},
	year = {2023},
	journal = {International Journal of Engineering Trends and Technology},
	volume = {71},
	number = {12},
	pages = {50 – 60},
	doi = {10.14445/22315381/IJETT-V71I12P206},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180339333&doi=10.14445%2f22315381%2fIJETT-V71I12P206&partnerID=40&md5=892176e1bddeecd8340970a0a8687114},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 1}
}"
112,Optimal deep learning approaches and healthcare big data analytics for mobile networks toward 5G,Pustokhin D.A.; Pustokhina I.V.; Rani P.; Kansal V.; Elhoseny M.; Joshi G.P.; Shankar K.,2021.0,Computers and Electrical Engineering,10.1016/j.compeleceng.2021.107376,2021.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Pustokhin2021,
	author = {Pustokhin, Denis A. and Pustokhina, Irina V. and Rani, Poonam and Kansal, Vineet and Elhoseny, Mohamed and Joshi, Gyanendra Prasad and Shankar, K.},
	title = {Optimal deep learning approaches and healthcare big data analytics for mobile networks toward 5G},
	year = {2021},
	journal = {Computers and Electrical Engineering},
	volume = {95},
	doi = {10.1016/j.compeleceng.2021.107376},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112824101&doi=10.1016%2fj.compeleceng.2021.107376&partnerID=40&md5=10252347ec36ea5f094e4e610b5305b2},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 26}
}"
115,Attack prevention in IoT through hybrid optimization mechanism and deep learning framework,Nagaraju R.; Pentang J.T.; Abdufattokhov S.; CosioBorda R.F.; Mageswari N.; Uganya G.,2022.0,Measurement: Sensors,10.1016/j.measen.2022.100431,2022.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Nagaraju2022,
	author = {Nagaraju, Regonda and Pentang, Jupeth Toriano and Abdufattokhov, Shokhjakhon and CosioBorda, Ricardo Fernando and Mageswari, N. and Uganya, G.},
	title = {Attack prevention in IoT through hybrid optimization mechanism and deep learning framework},
	year = {2022},
	journal = {Measurement: Sensors},
	volume = {24},
	doi = {10.1016/j.measen.2022.100431},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137276875&doi=10.1016%2fj.measen.2022.100431&partnerID=40&md5=236310a5fbe7f2fee311b3dccea0846e},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 14; All Open Access, Gold Open Access, Green Open Access}
}"
116,DSSAE-BBOA: deep learning-based weather big data analysis and visualization,Madhukar Rao G.; Dharavath R.,2021.0,Multimedia Tools and Applications,10.1007/s11042-021-11059-9,2021.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Madhukar Rao202127471,
	author = {Madhukar Rao, G. and Dharavath, Ramesh},
	title = {DSSAE-BBOA: deep learning-based weather big data analysis and visualization},
	year = {2021},
	journal = {Multimedia Tools and Applications},
	volume = {80},
	number = {18},
	pages = {27471 – 27493},
	doi = {10.1007/s11042-021-11059-9},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106292045&doi=10.1007%2fs11042-021-11059-9&partnerID=40&md5=f876bb4243f6b1b296f326d7ca095897},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 6}
}"
117,Cross-correlation and forecast impact of public attention on USD/CNY exchange rate: Evidence from Baidu Index,Lin Y.; Wang R.; Gong X.; Jia G.,2022.0,Physica A: Statistical Mechanics and its Applications,10.1016/j.physa.2022.127686,2022.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Lin2022,
	author = {Lin, Yong and Wang, Renyu and Gong, Xingyue and Jia, Guozhu},
	title = {Cross-correlation and forecast impact of public attention on USD/CNY exchange rate: Evidence from Baidu Index},
	year = {2022},
	journal = {Physica A: Statistical Mechanics and its Applications},
	volume = {604},
	doi = {10.1016/j.physa.2022.127686},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132510007&doi=10.1016%2fj.physa.2022.127686&partnerID=40&md5=00b66a1222a54c075784511ea46b4f71},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 11}
}"
118,An Intelligent Task Scheduling Model for Hybrid Internet of Things and Cloud Environment for Big Data Applications,Pal S.; Jhanjhi N.Z.; Abdulbaqi A.S.; Akila D.; Alsubaei F.S.; Almazroi A.A.,2023.0,Sustainability (Switzerland),10.3390/su15065104,2023.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Pal2023,
	author = {Pal, Souvik and Jhanjhi, N.Z. and Abdulbaqi, Azmi Shawkat and Akila, D. and Alsubaei, Faisal S. and Almazroi, Abdulaleem Ali},
	title = {An Intelligent Task Scheduling Model for Hybrid Internet of Things and Cloud Environment for Big Data Applications},
	year = {2023},
	journal = {Sustainability (Switzerland)},
	volume = {15},
	number = {6},
	doi = {10.3390/su15065104},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169085570&doi=10.3390%2fsu15065104&partnerID=40&md5=9956b585b61826605d8df1c0b65b85ce},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 25; All Open Access, Gold Open Access}
}"
119,Self-attention convolutional neural network optimized with season optimization algorithm Espoused Chronic Kidney Diseases Diagnosis in Big Data System,Sulthan Alikhan J.; Alageswaran R.; Miruna Joe Amali S.,2023.0,Biomedical Signal Processing and Control,10.1016/j.bspc.2023.105011,2023.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Sulthan Alikhan2023,
	author = {Sulthan Alikhan, J. and Alageswaran, R. and Miruna Joe Amali, S.},
	title = {Self-attention convolutional neural network optimized with season optimization algorithm Espoused Chronic Kidney Diseases Diagnosis in Big Data System},
	year = {2023},
	journal = {Biomedical Signal Processing and Control},
	volume = {85},
	doi = {10.1016/j.bspc.2023.105011},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160015120&doi=10.1016%2fj.bspc.2023.105011&partnerID=40&md5=31dfae96f4a9b24536e66f732392b98d},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 14}
}"
120,ExpSSOA-Deep maxout: Exponential Shuffled shepherd optimization based Deep maxout network for intrusion detection using big data in cloud computing framework,Pandey B.K.; M．R．M． V.; Ahmad S.; Rodriguez C.; Esenarro D.,2023.0,Computers and Security,10.1016/j.cose.2022.102975,2023.0,Scopus,,1,1,1,1,1,1,1,1,1,"'@ARTICLE{Pandey2023,
	author = {Pandey, Bishwajeet Kumar and M．R．M．, Veeramanickam and Ahmad, Shabeer and Rodriguez, Ciro and Esenarro, Doris},
	title = {ExpSSOA-Deep maxout: Exponential Shuffled shepherd optimization based Deep maxout network for intrusion detection using big data in cloud computing framework},
	year = {2023},
	journal = {Computers and Security},
	volume = {124},
	doi = {10.1016/j.cose.2022.102975},
	url = {https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142248862&doi=10.1016%2fj.cose.2022.102975&partnerID=40&md5=b57510e55fffcc36d221738f93ae5edb},
	type = {Article},
	publication_stage = {Final},
	source = {Scopus},
	note = {Cited by: 21}
}"
