"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Boosting Grid Efficiency and Resiliency by Releasing V2G Potentiality Through a Novel Rolling Prediction-Decision Framework and Deep-LSTM Algorithm","S. Li; C. Gu; J. Li; H. Wang; Q. Yang","Laboratory for Electric Vehicles, Beijing Institute of Technology, Beijing, China; Department of Electronic and Electrical Engineering, Centre for Sustainable Power Distribution, Bath, U.K.; Department of Mechanical Engineering, Beijing Institute of Technology, Beijing, China; Department of Mechanical Engineering, Beijing Institute of Technology, Beijing, China; Faculty of Engineering, Environment and Computing, Coventry University, Coventry, U.K.",IEEE Systems Journal,"7 Jun 2021","2021","15","2","2562","2570","The bidirectional link between the power grid and electric vehicles enables the flexible, cheap, and fast-responding application of vehicle batteries to provide services to the grid. However, in order to realize this, a critical issue that should be addressed first is how to predict and utilize vehicle-to-grid (V2G) schedulable capacity accurately and reasonably. This article proposes a novel V2G scheduling approach that considers predicted V2G capacity. First of all, with the concept of dynamic rolling prediction and deep long short term memory (LSTM) algorithm, a novel V2G capacity modeling and prediction method is developed. Then, this article designs a brand-new rolling prediction-decision framework for V2G scheduling to bridge the gap between optimization and forecasting phases, where the predicted information can be more reasonably and adequately utilized. The proposed methodologies are verified by numerical analysis, which illustrates that the efficiency and resiliency of the grid can be significantly enhanced with V2G services managed by the proposed methods.","1937-9234","","10.1109/JSYST.2020.3001630","National Natural Science Foundation of China(grant numbers:U1864202,51807008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9127494","Deep learning and vehicle to grid (V2G) schedulable capacity;electric vehicle (EV);long-short-term memory;rolling prediction and decision;V2G","Vehicle-to-grid;Prediction algorithms;Predictive models;Heuristic algorithms;Resilience;Scheduling","","45","","43","IEEE","29 Jun 2020","","","IEEE","IEEE Journals"
"Improved Multi-Agent Deep Deterministic Policy Gradient for Path Planning-Based Crowd Simulation","S. Zheng; H. Liu","Shandong Provincial Key Laboratory for Distributed Computer Software Novel Technology, Jinan, China; Shandong Provincial Key Laboratory for Distributed Computer Software Novel Technology, Jinan, China",IEEE Access,"21 Oct 2019","2019","7","","147755","147770","Deep reinforcement learning (DRL) has been proved to be more suitable than reinforcement learning for path planning in large-scale scenarios. In order to more effectively complete the DRL-based collaborative path planning in crowd evacuation, it is necessary to consider the space expansion problem brought by the increase of the number of agents. In addition, it is often faced with complicated circumstances, such as exit selection and congestion in crowd evacuation. However, few existing works have integrated these two aspects jointly. To solve this problem, we propose a planning approach for crowd evacuation based on the improved DRL algorithm, which will improve evacuation efficiency for large-scale crowd path planning. First, we propose a framework of congestion detection-based multi-agent reinforcement learning, the framework divides the crowd into leaders and followers and simulates leaders with a multi-agent system, it considers the congestion detection area is set up to evaluate the degree of congestion at each exit. Next, under the specification of this framework, we propose the improved Multi-Agent Deep Deterministic Policy Gradient (IMADDPG) algorithm, which adds the mean field network to maximize the returns of other agents, enables all agents to maximize the performance of a collaborative planning task in our training period. Then, we implement the hierarchical path planning method, which upper layer is based on the IMADDPG algorithm to solve the global path, and lower layer uses the reciprocal velocity obstacles method to avoid collisions in crowds. Finally, we simulate the proposed method with the crowd simulation system. The experimental results show the effectiveness of our method.","2169-3536","","10.1109/ACCESS.2019.2946659","National Natural Science Foundation of China(grant numbers:61876102,61472232,61272094); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8865095","Deep reinforcement learning;multi-agent reinforcement learning;path planning;crowd simulation for evacuation;improved multi-agent deep deterministic policy gradient algorithm","Path planning;Reinforcement learning;Planning;Collaboration;Multi-agent systems;Task analysis;Training","","54","","48","CCBY","14 Oct 2019","","","IEEE","IEEE Journals"
"Hybrid Optimization Algorithm for Detection of Security Attacks in IoT-Enabled Cyber-Physical Systems","A. Sagu; N. S. Gill; P. Gulia; I. Priyadarshini; J. M. Chatterjee","Department of Computer Science & Applications, Maharshi Dayanand University, Rohtak, India; Department of Computer Science & Applications, Maharshi Dayanand University, Rohtak, India; Department of Computer Science & Applications, Maharshi Dayanand University, Rohtak, India; School of Information, University of California, Berkeley, USA; Department of CSE, Graphic Era University, Dehradun, India",IEEE Transactions on Big Data,"","2024","PP","99","1","12","The Internet of Things (IoT) is being prominently used in smart cities and a wide range of applications in society. The benefits of IoT are evident, but cyber terrorism and security concerns inhibit many organizations and users from deploying it. Cyber-physical systems that are IoT-enabled might be difficult to secure since security solutions designed for general information/operational technology systems may not work as well in an environment. Thus, deep learning (DL) can assist as a powerful tool for building IoT-enabled cyber-physical systems with automatic anomaly detection. In this paper, two distinct DL models have been employed i.e., Deep Belief Network (DBN) and Convolutional Neural Network (CNN), considered hybrid classifiers, to create a framework for detecting attacks in IoT-enabled cyber-physical systems. However, DL models need to be trained in such a way that will increase their classification accuracy. Therefore, this paper also aims to present a new hybrid optimization algorithm called “Seagull Adapted Elephant Herding Optimization” (SAEHO) to tune the weights of the hybrid classifier. The “Hybrid Classifier + SAEHO” framework takes the feature extracted dataset as an input and classifies the network as either attack or benign. Using sensitivity, precision, accuracy, and specificity, two datasets were compared. In every performance metric, the proposed framework outperforms conventional methods.","2332-7790","","10.1109/TBDATA.2024.3372368","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10457946","Deep Learning;IoT Enabled Cyber-Physical Systems;Optimization Technique;cyberattacks;cyber-security;cyber-physical infrastructure","Internet of Things;Feature extraction;Security;Cyber-physical systems;Support vector machines;Metaheuristics;Convolutional neural networks","","1","","","IEEE","1 Mar 2024","","","IEEE","IEEE Early Access Articles"
"Two-Stage Short-Term Wind Speed Prediction Based on LSTM-LSSVM-CFA","L. Zhang; B. Wang; B. Fang; H. Ma; Z. Yang; Y. Xu","School of Electrical Engineering, Wuhan University, Wuhan, China; School of Electrical Engineering, Wuhan University, Wuhan, China; China Southern Power Grid, Power Dispatching and Control Center, Guangzhou, China; Tus-Institute for Renewable Energy, Qinghai University, Xining, China; School of Electrical Engineering, Wuhan University, Wuhan, China; School of Electrical Engineering, Wuhan University, Wuhan, China",2018 2nd IEEE Conference on Energy Internet and Energy System Integration (EI2),"20 Dec 2018","2018","","","1","6","Accurately predicting wind speed is vital to the large scale connection of wind power grids. This paper proposed a two-stage prediction way called LSTM-LSSVM-CFA (LSTMs-long short term memory networks, LSSVM-least squares support vector machine and CFA-chaos firefly algorithm) which may be an effective method to improve the accuracy of short-term wind speed prediction. Integrated learning of wind speed sequence based on LSTMs and LSSVM-CFA is the core technology in this new method. The prediction section include two main procedures. In the first stage, a couple of LSTMs with different hidden layers and different neurons processing guarantee the implied information of wind speed time series can be fully collected and avoid the weak generalization capability of single deep neural network learning. In the second stage, the prediction result of LSTMs-layer is transmitted to the LSSVM-based regression layer and its parameters are optimized by the CFA which has global search capabilities. Finally, the final integrated learning result of prediction is given by the LSSVM-layer. Based on actual historical wind speed data, we made use of single-LSTM, LSTM-LSSVM-PSO and LSTM-LSSVM-CFA to perform short-term wind speed prediction one hour ahead. Compared with single learning and other popular integrated learning models, experimental results show that the proposed LSTM-LSSVM-CFA can perform better.","","978-1-5386-8549-5","10.1109/EI2.2018.8582618","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8582618","two-stage wind speed prediction;integrated learning;long short term memory networks;least squares support vector machine;chaotic firefly algorithm","Wind speed;Autoregressive processes;Predictive models;Prediction algorithms;Optimization;Logic gates;Support vector machines","","5","","16","IEEE","20 Dec 2018","","","IEEE","IEEE Conferences"
"Improved Double Deep Q Network-Based Task Scheduling Algorithm in Edge Computing for Makespan Optimization","L. Zeng; Q. Liu; S. Shen; X. Liu","School of Computer Science, Nanjing University of Information Science and Technology, Nanjing, China; School of Software, Nanjing University of Information Science and Technology, Nanjing, China; School of Information Engineering, Huzhou University, Huzhou, China; School of Computing, Edinburgh Napier University, Edinburgh, UK",Tsinghua Science and Technology,"4 Dec 2023","2024","29","3","806","817","Edge computing nodes undertake an increasing number of tasks with the rise of business density. Therefore, how to efficiently allocate large-scale and dynamic workloads to edge computing resources has become a critical challenge. This study proposes an edge task scheduling approach based on an improved Double Deep Q Network (DQN), which is adopted to separate the calculations of target Q values and the selection of the action in two networks. A new reward function is designed, and a control unit is added to the experience replay unit of the agent. The management of experience data are also modified to fully utilize its value and improve learning efficiency. Reinforcement learning agents usually learn from an ignorant state, which is inefficient. As such, this study proposes a novel particle swarm optimization algorithm with an improved fitness function, which can generate optimal solutions for task scheduling. These optimized solutions are provided for the agent to pre-train network parameters to obtain a better cognition level. The proposed algorithm is compared with six other methods in simulation experiments. Results show that the proposed algorithm outperforms other benchmark methods regarding makespan.","1007-0214","","10.26599/TST.2023.9010058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10339723","edge computing;task scheduling;reinforcement learning;makespan;Double Deep Q Network (DQN)","Knowledge engineering;Scheduling algorithms;Reinforcement learning;Load management;Cognition;Virtual machining;Task analysis","","9","","34","","4 Dec 2023","","","TUP","TUP Journals"
"Research on feature extraction and classification algorithm of Marine environmental noise based on deep learning","S. Yang; L. Bo; L. Zhenwang; M. Zhaoran; W. Zixin","Dalian Scientific Test and Control Technology Institute, Dalian, China; Dalian Scientific Test and Control Technology Institute, Dalian, China; Dalian Scientific Test and Control Technology Institute, Dalian, China; Dalian Scientific Test and Control Technology Institute, Dalian, China; Dalian Scientific Test and Control Technology Institute, Dalian, China","2024 IEEE 4th International Conference on Electronic Technology, Communication and Information (ICETCI)","18 Jul 2024","2024","","","342","346","In the field of feature extraction and classification of Marine environmental noise, an innovative research work deeply integrates Long Short-Term Memory (LSTM) neural network with Variational Quantum Algorithms (VQA). This builds a new hybrid model known as Long Short Quantum Algorithms Memory (LSQAM). The aim of this research is to solve the problem of feature extraction and classification of high-dimensional and nonlinear noise signals in complex Marine environments. As a special type of recurrent neural network, LSTM has significant advantages in processing sequence data and capturing time-dependent relationships, and is especially suitable for analyzing Marine environmental noise signals containing long-term correlation and dynamic change characteristics. Through its unique gating mechanism, LSTM is able to efficiently store long-term information and filter out irrelevant interference, thereby extracting key spatio-temporal features from noisy signals. However, in the face of increasing data dimensions and highly complex noise patterns, traditional LSTM models may be limited by low computational efficiency and insufficient model generalization ability. To overcome these challenges, researchers introduce variable component subalgorithms. By making full use of the parallel computing power and quantum entanglement effect of quantum computers, VQA can significantly improve the solving speed of specific optimization problems, and show unique advantages for processing large-scale high-dimensional data. LSQAM model cleverly combines the advantages of LSTM and VQA. LSTM is responsible for extracting and capturing important local and global spatiotemporal features from the original ocean noise signals. Then, variable component subcircuits are used to encode and compress the high-dimensional features extracted by LSTM efficiently. At the same time, the feature space is deeply explored and optimized by combining quantum optimization algorithms to improve the learning efficiency and generalization performance of the model in the task of noise source classification. Practice has proved that the LSQAM model has successfully realized the in-depth mining and accurate classification of Marine environmental noise characteristics, which not only improves the accuracy of noise source identification, but also greatly reduces the need for computing resources. This novel approach of integrating artificial intelligence and quantum computing technology marks a strong combination of the two in practical problem solving, and has great significance for promoting technological innovation in many fields, such as Marine scientific research, environmental monitoring, and military applications. With the development of quantum computing hardware technology and theoretical research, LSQAM model is expected to play a more critical role in the future large-scale and more complex noise recognition scenarios, leading the study of Marine environmental noise into a new stage of development.","","979-8-3503-6164-3","10.1109/ICETCI61221.2024.10594535","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10594535","Noise extraction;short and long time memory neural network;data extraction","Computers;Working environment noise;Computational modeling;Noise;Feature extraction;Classification algorithms;Data mining","","","","10","IEEE","18 Jul 2024","","","IEEE","IEEE Conferences"
"Improving the Classification Performance of Asphalt Cracks After Earthquake With a New Feature Selection Algorithm","M. Yılmaz; E. Yalçın; S. Kifah; F. Demir; A. Şengür; R. Demir; R. M. Mehmood","Civil Engineering Department, Engineering Faculty, Fırat University, Elâzığ, Turkey; Civil Engineering Department, Engineering Faculty, Fırat University, Elâzığ, Turkey; School of Computing and Data Science, Xiamen University Malaysia, Sepang, Malaysia; Software Engineering Department, Engineering Faculty, Fırat University, Elâzığ, Turkey; Electric and Electronic Department, Fýrat University, Elâzığ, Turkey; Civil Engineering Department, Engineering Faculty, Fırat University, Elâzığ, Turkey; School of Computing and Data Science, Xiamen University Malaysia, Sepang, Malaysia",IEEE Access,"15 Jan 2024","2024","12","","6604","6614","Large-scale earthquakes can cause huge loss of life and material losses. After an earthquake, highways are the most commonly used type of transportation for the delivery of the necessary aid teams and materials to the scene of the event. If the highways are not well maintained, it may cause serious disruption of transportation after the earthquake or aftershocks. In this study, field studies were conducted in the provinces where the earthquake was felt severely after the earthquakes in Turkey on February 6, 2023. In these studies, images were collected according to the condition of asphalt cracks on the highways. These images were labeled as in need of urgent maintenance (Major) and not in need of urgent maintenance (Minor) and a new dataset was created. The classification performance of popular pre-trained CNN models is evaluated on this dataset. First, classification algorithms other than softmax were used to improve the classification performance. The Combined Metaheuristic Optimization-Relieff (CMO-R) algorithm was designed to improve the classification performance by one more level. Extensive experiments were conducted on the dataset, and the VGG16 model demonstrated superior performance, reaching an accuracy of 80.32% without encountering overfitting.","2169-3536","","10.1109/ACCESS.2023.3343619","Xiamen University Malaysia Research Fund (XMUMRF)(grant numbers:XMUMRF/2022-C9/IECE/0035); Tubitak 1002C Project(grant numbers:123D058); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10388226","Classification;deep learning;new asphalt cracks dataset;new feature selection algorithm","Asphalt;Feature extraction;Transfer learning;Earthquakes;Metaheuristics;Classification algorithms;Road transportation;Deep learning","","1","","37","CCBYNCND","10 Jan 2024","","","IEEE","IEEE Journals"
"Research on a Mine Gas Concentration Forecasting Model Based on a GRU Network","P. Jia; H. Liu; S. Wang; P. Wang","Department of Computer Science and Technology, Xi’an University of Science and Technology, Xi’an, China; Department of Computer Science and Technology, Xi’an University of Science and Technology, Xi’an, China; Shaanxi Coal Industry Chemical Technology Research Institute, Xi’an, China; Department of Safety Science and Engineering, Xi’an University of Science and Technology, Xi’an, China",IEEE Access,"2 Mar 2020","2020","8","","38023","38031","To improve the level of safety in coal mine production, it is important to enhance the accuracy of coal mine gas concentration prediction. In the context of deep learning, we proposed a mine gas concentration prediction model based on gated recurrent units (GRUs). The GRU model is not only simple in structure but also offers high prediction accuracy, and it can make full use of the time-series characteristic of mine gas concentration data. First, we apply the Pauta criterion and Lagrange interpolation to preprocess mine gas concentration monitoring data. Then, a spatial reconstruction method is used to construct the training set for the prediction model. Finally, the mean square error (MSE) is used as the loss function and adaptive moment estimation (Adam) is used as the optimization algorithm to determine the learning parameters of the GRU model for predicting gas concentration values. Experimental results show that compared with models based on support vector regression (SVR), a backpropagation neural network (BPNN), a recurrent neural network (RNN) and a long short-term memory (LSTM) network, the proposed GRU-based model for gas concentration prediction achieves reduced error on the test set, and moreover, the GRU model is more efficient than the LSTM model in terms of run time. Thus, the accuracy and efficiency of gas concentration prediction are both improved, showing that the proposed model is of high practical value.","2169-3536","","10.1109/ACCESS.2020.2975257","State Key Research Development Program of China(grant numbers:2018YFC0808303); National Natural Science Foundation of China(grant numbers:51974236); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9004607","Deep learning;gated recurrent unit;gas concentration;prediction","Predictive models;Fuel processing industries;Forecasting;Logic gates;Monitoring;Neurons;Coal mining","","33","","21","CCBY","20 Feb 2020","","","IEEE","IEEE Journals"
"Application of ELM Algorithm Incorporating AE Principles in Wireless Communication Signal Detection","S. Zhao; G. Yu; Y. Feng","College of Information Engineering, Fuyang Normal University, Fuyang, China; College of Information Engineering, Fuyang Normal University, Fuyang, China; College of Information Engineering, Fuyang Normal University, Fuyang, China",IEEE Access,"28 Aug 2023","2023","11","","89720","89732","With the development of society, the requirements for communication are getting higher and higher, but the detection performance of wireless communication signals is insufficient. To solve this problem, this paper combines the principle of Auto-encoder (AE) and the feature classification function of Extreme Learning Machine (ELM) algorithm to obtain AE-ELM algorithm, and builds a new wireless communication signal detection model based on this algorithm, hoping to improve the detection performance of wireless communication signals. The performance comparison experiment of the proposed AE-ELM algorithm shows that the bit error rate and average relative time complexity of the algorithm are 0.0004 and 0.5292s respectively, which is better than the comparison algorithm. Additionally, the effectiveness of the fusion algorithm-based signal detection model for wireless communication is investigated, and the findings demonstrate that this model outperforms the others with the lowest detection error rate of 0.0031. The above results demonstrate the high application potential of the novel wireless communication signal detection model and its ability to significantly improve the performance of wireless communication signal detection. Its application to wireless communication signal detection can greatly promote the development of the signal detection field in China.","2169-3536","","10.1109/ACCESS.2023.3306470","Anhui Province Universities Outstanding Talented Person Support Plan Project: Research on Channel Allocation and Resource Optimization of D2D Communication in 5G Networks(grant numbers:gxyq2021253); Key Project of Natural Science Research in Universities of Anhui Province: Research on Adaptive Isomeric Group Intelligent Optimization Algorithm and Its Application in Large-Scale Production Scheduling(grant numbers:2022AH052819); Key Projects of Natural Science Research in Universities of Anhui Province: Research on Vehicle Trajectory Extraction and Behavior Recognition Based on Complex Traffic Video Scene(grant numbers:KJ2020A1216); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10224237","AE;ELM;wireless communication;signal detection;deep learning","Wireless communication;Signal detection;Feature extraction;Classification algorithms;Training;Deep learning;Machine learning algorithms","","","","22","CCBYNCND","18 Aug 2023","","","IEEE","IEEE Journals"
"Learning-Based Application-Agnostic 3D NoC Design for Heterogeneous Manycore Systems","B. K. Joardar; R. G. Kim; J. R. Doppa; P. P. Pande; D. Marculescu; R. Marculescu","Washington State University, Pullman, WA, USA; Colorado State University, Fort Collins, CO, USA; Washington State University, Pullman, WA, USA; Washington State University, Pullman, WA, USA; Carnegie Mellon University, Pittsburgh, PA, USA; Carnegie Mellon University, Pittsburgh, PA, USA",IEEE Transactions on Computers,"8 May 2019","2019","68","6","852","866","The rising use of deep learning and other big-data algorithms has led to an increasing demand for hardware platforms that are computationally powerful, yet energy-efficient. Due to the amount of data parallelism in these algorithms, high-performance three-dimensional (3D) manycore platforms that incorporate both CPUs and GPUs present a promising direction. However, as systems use heterogeneity (e.g., a combination of CPUs, GPUs, and accelerators) to improve performance and efficiency, it becomes more pertinent to address the distinct and likely conflicting communication requirements (e.g., CPU memory access latency or GPU network throughput) that arise from such heterogeneity. Unfortunately, it is difficult to quickly explore the hardware design space and choose appropriate tradeoffs between these heterogeneous requirements. To address these challenges, we propose the design of a 3D Network-on-Chip (NoC) for heterogeneous manycore platforms that considers the appropriate design objectives for a 3D heterogeneous system and explores various tradeoffs using an efficient machine learning (ML)-based multi-objective optimization (MOO) technique. The proposed design space exploration considers the various requirements of its heterogeneous components and generates a set of 3D NoC architectures that efficiently trades off these design objectives. Our findings show that by jointly considering these requirements (latency, throughput, temperature, and energy), we can achieve 9.6 percent better Energy-Delay Product on average at nearly iso-temperature conditions when compared to a thermally-optimized design for 3D heterogeneous NoCs. More importantly, our results suggest that our 3D NoCs optimized for a few applications can be generalized for unknown applications as well. Our results show that these generalized 3D NoCs only incur a 1.8 percent (36-tile system) and 1.1 percent (64-tile system) average performance loss compared to application-specific NoCs.","1557-9956","","10.1109/TC.2018.2889053","National Science Foundation(grant numbers:CNS-1564014,CNS-1564022,CCF 1514269); Army Research Office(grant numbers:W911NF-17-1-0485); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8585068","Heterogeneous architectures;manycore systems;multi-objective optimization;network-on-chip","Three-dimensional displays;Graphics processing units;Traffic control;Optimization;Throughput;Data transfer;Integrated circuits","","47","","44","IEEE","21 Dec 2018","","","IEEE","IEEE Journals"
"Hash Bit Selection With Reinforcement Learning for Image Retrieval","X. Yao; M. Wang; W. Zhou; H. Li","Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Institute of Artificial Intelligence, Hefei Comprehensive National Science Center, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China",IEEE Transactions on Multimedia,"3 Nov 2023","2023","25","","6678","6687","In recent years, binary hashing methods have been widely used in large-scale multimedia retrieval because of the low computational complexity and memory cost. Generally, better retrieval accuracy can be achieved with a longer hash code, which, however, may suffer redundancy. In this paper, we propose a novel hash bit selection method, called Hash Bit Selection with Reinforcement Learning (HBS-RL), which aims to adaptively select the most informative bits from the database binary codes. In our approach, the hash bit selection problem is firstly modeled as a Markov Decision Process (MDP), which is solved with reinforcement learning. HBS-RL learns a policy for bit selection, which effectively identifies the most informative bits by directly maximizing mean Average Precision (mAP) during training. Specially, given a generated bit pool, our HBS-RL can sequentially select bits with different code lengths with a very lightweight fully-connected policy network. The proposed method is evaluated on the MNIST, CIFAR-10, ImageNet and NUS-WIDE datasets, and the results show that it significantly improves the retrieval performance of the existing unsupervised and deep supervised hashing methods. It also outperforms the state-of-the-art bit selection methods. For convenience of repeating our results, we release our source code at: https://github.com/xyez/HBS-RL.","1941-0077","","10.1109/TMM.2022.3213476","National Natural Science Foundation of China(grant numbers:62102128,61836011,62021001); GPU cluster built; MCC Laboratory of Information Science and Technology Institution; University of Science and Technology of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9915428","Hashing;bit selection;reinforcement learning;image retrieval","Reinforcement learning;Binary codes;Databases;Hash functions;Redundancy;Quantization (signal);Optimization","","7","","51","IEEE","10 Oct 2022","","","IEEE","IEEE Journals"
"Balancing Awareness Fast Charging Control for Lithium-Ion Battery Pack Using Deep Reinforcement Learning","Y. Yang; J. He; C. Chen; J. Wei","School of Management and Engineering, Nanjing University, Nanjing, China; School of Management and Engineering, Nanjing University, Nanjing, China; School of Management and Engineering, Nanjing University, Nanjing, China; School of Management and Engineering, Nanjing University, Nanjing, China",IEEE Transactions on Industrial Electronics,"31 Oct 2023","2024","71","4","3718","3727","Minimizing charging time without damaging the batteries is significantly crucial for the large-scale penetration of electric vehicles. However, charging inconsistency caused by inevitable manufacture and usage inconsistencies can lead to lower efficiency, capacity, and shorter durability due to the “cask effect.” This goal can be achieved by solving a series of constrained optimization problems with the model-based framework. Nevertheless, the high computational complexity, identifiability, and observability issues still limit their fidelity and robustness. To overcome these limitations and provide end-to-end learning strategies, this article proposes a balancing-aware fast-charging control framework based on deep reinforcement learning. In particular, a cell-to-pack equalization topology is first introduced to dispatch energy among in-pack cells. Then, the balancing awareness fast charging problem is formulated as a multiobjective optimization problem by considering charging time, consistency, and over-voltage safety constraints. Further, a deep reinforcement learning framework using a deep Q-network is established to find the optimal policy. By using the generalization of a neural network, the learned policies can be transferred to real-time charging and balancing control, thus improving the applicability of the proposed strategy. Finally, numerous comparative simulations and experimental results illustrate its effectiveness and superiority in terms of charging rapidity and balancing.","1557-9948","","10.1109/TIE.2023.3274853","National Natural Science Foundation of China(grant numbers:62203209); Fundamental Research Funds for the Central Universities(grant numbers:0221-14380010); Natural Science Foundation of Jiangsu Province(grant numbers:BK20200333); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10124815","Cell balancing;fast charging;lithium-ion battery pack;reinforcement learning","Batteries;Computational modeling;Optimization;Integrated circuit modeling;Safety;Electric vehicles;Behavioral sciences","","7","","24","IEEE","15 May 2023","","","IEEE","IEEE Journals"
"Data Analytics for Price Forecasting in Smart Grids: A Survey","S. Mujeeb; N. Javaid; S. Javaid","Computer Science Department, COMSATS University Islamabad, Islamabad, Pakistan; Computer Science Department, COMSATS University Islamabad, Islamabad, Pakistan; Computer Science Department, COMSATS University Islamabad, Islamabad, Pakistan",2018 IEEE 21st International Multi-Topic Conference (INMIC),"30 Dec 2018","2018","","","1","10","Electricity Price Forecasting (EPF) plays a significant role in competitive electricity markets. Market participants rely on price forecast for generation, assets scheduling and effective bidding plan formulation. The uncertainty and volatility of energy market makes price forecasting a very challenging task. This paper gives a survey on methods and techniques used in literature for price forecasting in last four years. This work provides general background of price forecasting and brief discussion of the models and approaches implemented in the area of price forecasting. A comparison of price forecasting techniques with respect to different categories is presented that draws out the important aspects of the implemented methodologies.","","978-1-5386-7536-6","10.1109/INMIC.2018.8595571","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595571","Data Analytics;Big Data;Price Forecasting;Artificial intelligent Forecasters;Deep Learning","Forecasting;Predictive models;Support vector machines;Smart grids;Time series analysis;Neural networks","","2","","30","IEEE","30 Dec 2018","","","IEEE","IEEE Conferences"
"Binary Classification of Criminal Tools from the Images of the Case Using CNN","M. Kaya; B. A. Karakuş; S. Karakuş","Digital Forensic Engineering Dept., Firat University, Elazig, TURKEY; Computer Engineering Dept., Firat University, Elazig, TURKEY; Digital Forensic Engineering Dept., Firat University, Elazig, TURKEY",2018 International Conference on Artificial Intelligence and Data Processing (IDAP),"24 Jan 2019","2018","","","1","6","Recent advances in object detection and classification has accelerated by virtue of Convolutional Neural Networks (CNN) and large-scale image datasets like ImageNet. In this study, we aim to classify objects such as knives and weapons on the image data contained in electronic evidence, which may be criminal objects in judicial cases. To this end, we make this process autonomous by contributing to the examination of electronic evidence via artificial intelligence. For training of the CNN model presented in this paper, we use 10000 training data handled from ImageNet. The model with best parameter settings has been achieved 94.37% classification accuracy on 2500 test samples. We also investigate the effect of different parameters used in the network to increase the classification accuracy and try to achieve a set of optimal hyper parameters by tuning best possible parameters. As a result of the work, we present a detailed comparative study on binary object classification.","","978-1-5386-6878-8","10.1109/IDAP.2018.8620886","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8620886","CNN;Digital Evidence;Image Classification;Convolutional Neural Network","Forensics;Feature extraction;Convolutional neural networks;Software;Convolution;Artificial intelligence","","1","","21","IEEE","24 Jan 2019","","","IEEE","IEEE Conferences"
"Research and Application of Image Captioning Based on the CNN-LSTM Method","J. Liu; M. Gao","College of Science, China University of Petroleum, Shandong, Qingdao, China; SDU-ANU Joint Science College, Shandong University, Shandong, Jinan, China","2023 IEEE International Conference on Electrical, Automation and Computer Engineering (ICEACE)","28 Feb 2024","2023","","","1614","1620","Image captioning refers to the generation of concise descriptions for input images by computers. Serving as a bridge between computer vision and natural language processing, image captioning finds extensive applications in fields like accessibility assistance, intelligent search, and autonomous driving. In this paper, this research propose a CNN-LSTM encoder-decoder architecture. Building upon the pre-trained ResNet-101, this research modify the network structure to serve as an encoder for image feature extraction. Subsequently, this research introduce an LSTM decoder with a Soft-Attention module to generate image descriptions. Lastly, this research optimize hyperparameters using the Optuna framework. Our approach demonstrates satisfactory results on the Flicker30k dataset, achieving a Bleu-4 score of 0.187, cross-entropy loss of 6.15, and a top-5 accuracy of 72%. The experimental outcomes compellingly establish the effectiveness of this algorithm.","","979-8-3503-0961-4","10.1109/ICEACE60673.2023.10442537","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10442537","CNN-LSTM;Soft-Attention;image captioning;deep learning;hyperparameter optimization","Computers;Computer vision;Computer architecture;Feature extraction;Natural language processing;Decoding;Optimization","","","","10","IEEE","28 Feb 2024","","","IEEE","IEEE Conferences"
